Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
257,ModuleMobile,Mobile data received last 24h (SIM1),197,22312391,44594631,Failed,,0.8449933994982839%,78864384,-98304
258,ModuleMobile,Mobile data sent last 24h (SIM1),199,1358232,5388696,Failed,,0.8452212596783193%,78991360,126976
259,ModuleMobile,Active SIM card,205,1,1,Passed,,0.8453623023035983%,78921728,-69632
260,ModuleMobile,Mobile data received last week (SIM1),292,356509850,1426008218,Failed,,0.8455265549529245%,78966784,45056
261,ModuleMobile,Mobile data sent last week (SIM1),294,60474841,120931801,Failed,,0.8456350120451317%,78946304,-20480
262,ModuleMobile,Mobile data received last month (SIM1),296,1437255114,1437255114,Passed,,0.845981434416454%,78974976,28672
263,ModuleMobile,Mobile data sent last month (SIM1),298,128158195,128158195,Passed,,0.8460903993096403%,78917632,-57344
264,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8462634690836079%,79003648,86016
265,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.8464008359757358%,78954496,-49152
266,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.8465402801627664%,79036416,81920
267,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.846779004702547%,79130624,94208
268,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8469137510858982%,79114240,-16384
269,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8470539613287587%,79138816,24576
270,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.8471615935370935%,79159296,20480
271,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8473372344383723%,79069184,-90112
272,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.8475639455079453%,79060992,-8192
273,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.8478758519115281%,79163392,102400
274,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8480452159592811%,79020032,-143360
275,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.8482750244821813%,78999552,-20480
276,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.8484904758888745%,79187968,188416
277,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.8487150445002811%,79077376,-110592
278,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8489979579777485%,79126528,49152
279,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8492852937604822%,78974976,-151552
280,ModuleGPS,GPS speed,179,0,0,Passed,,0.849392860414766%,79179776,204800
281,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.8496468207721097%,78970880,-208896
282,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.8499049478750353%,79020032,49152
283,ModuleSystem,System uptime,1,8162,8162,Passed,,0.8501205346618246%,78954496,-65536
284,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.8503650173472321%,79130624,176128
285,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.8505852825848703%,78987264,-143360
286,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.8507230069861982%,79015936,28672
287,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8508870142151514%,78979072,-36864
288,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8510262963468351%,78966784,-12288
289,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8512223298193011%,79134720,167936
290,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8514459461203661%,78934016,-200704
291,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8516740000651501%,78974976,40960
292,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.8523796661710104%,78856192,-118784
293,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.8527650568202816%,78782464,-73728
294,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.8531173225278743%,78761984,-20480
295,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.8534952905678295%,78852096,90112
296,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.8538191139721985%,78692352,-159744
297,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8540767403403371%,78835712,143360
298,ModuleMobile,Mobile data received today (SIM1),185,22347559,44662567,Failed,,0.8542119712553253%,78901248,65536
299,ModuleMobile,Mobile data sent today (SIM1),187,5414836,5414836,Passed,,0.8543797521859409%,79036416,135168
300,ModuleMobile,Mobile data received this week (SIM1),189,1423804221,1423804221,Passed,,0.8545204833947828%,78925824,-110592
301,ModuleMobile,Mobile data sent this week (SIM1),191,118790791,118790791,Passed,,0.8546864148048949%,78913536,-12288
302,ModuleMobile,Mobile data received this month (SIM1),193,1393615860,1393615860,Passed,,0.854860741864305%,78835712,-77824
303,ModuleMobile,Mobile data sent this month (SIM1),195,56154668,112286252,Failed,,0.8551818194384109%,78807040,-28672
304,ModuleMobile,Mobile data received last 24h (SIM1),197,22347559,44662567,Failed,,0.8553537706581738%,78667776,-139264
305,ModuleMobile,Mobile data sent last 24h (SIM1),199,5414836,5414836,Passed,,0.8555616885041584%,78675968,8192
306,ModuleMobile,Active SIM card,205,1,1,Passed,,0.8556367532183473%,78635008,-40960
307,ModuleMobile,Mobile data received last week (SIM1),292,356528634,1426076154,Failed,,0.8559000465022892%,78663680,28672
308,ModuleMobile,Mobile data sent last week (SIM1),294,120957941,120957941,Passed,,0.8560060789638779%,78454784,-208896
309,ModuleMobile,Mobile data received last month (SIM1),296,1437323050,1437323050,Passed,,0.8562037222456298%,78471168,16384
310,ModuleMobile,Mobile data sent last month (SIM1),298,128184335,128184335,Passed,,0.856366699273492%,78389248,-81920
311,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8564779765657948%,78491648,102400
312,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.8566406774257795%,78426112,-65536
313,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.8567138684396292%,78422016,-4096
314,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.8568760293675481%,78577664,155648
315,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8570838940457737%,78446592,-131072
316,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8573119338545987%,78487552,40960
317,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.8574743338091162%,78462976,-24576
318,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8575803135156601%,78458880,-4096
319,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.8577527081715441%,78565376,106496
320,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.8578893857606573%,78663680,98304
321,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8580541295083233%,78569472,-94208
322,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.8582432466042289%,78610432,40960
323,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.8584323523189608%,78651392,40960
324,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.8585422528551545%,78737408,86016
325,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8587183027540801%,78831616,94208
326,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8588565261643755%,78770176,-61440
327,ModuleGPS,GPS speed,179,0,0,Passed,,0.8589984369286485%,78745600,-24576
328,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.8591337495294948%,78692352,-53248
329,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.8593280846470375%,78798848,106496
330,ModuleSystem,System uptime,1,8173,8173,Passed,,0.8593943535249227%,78786560,-12288
331,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.8596069456142996%,78917632,131072
332,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.8598306061265548%,78839808,-77824
333,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.8600272566545497%,78938112,98304
334,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8601712239207693%,78798848,-139264
335,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8603440332547674%,78696448,-102400
336,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.860611031069658%,78774272,77824
337,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8608372898741501%,78798848,24576
338,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8609701413517024%,78807040,8192
339,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.8616914219703897%,78983168,176128
340,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.8620123503239818%,78999552,16384
341,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.8623337726680558%,78688256,-311296
342,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.8628107045233868%,79003648,315392
343,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.863224895046355%,78995456,-8192
344,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8640302203475003%,79056896,61440
345,ModuleMobile,Mobile data received today (SIM1),185,44860632,44860632,Passed,,0.864200258091119%,78925824,-131072
346,ModuleMobile,Mobile data sent today (SIM1),187,5476593,5476593,Passed,,0.8644911568908675%,78962688,36864
347,ModuleMobile,Mobile data received this week (SIM1),189,1424002286,1424002286,Passed,,0.8645934545418843%,79052800,90112
348,ModuleMobile,Mobile data sent this week (SIM1),191,118852548,118852548,Passed,,0.864794418044712%,79024128,-28672
349,ModuleMobile,Mobile data received this month (SIM1),193,1393813925,1393813925,Passed,,0.8649916599403173%,78782464,-241664
350,ModuleMobile,Mobile data sent this month (SIM1),195,56183657,112348009,Failed,,0.8651537035241796%,78618624,-163840
351,ModuleMobile,Mobile data received last 24h (SIM1),197,44860632,44860632,Passed,,0.8654133460788249%,78598144,-20480
352,ModuleMobile,Mobile data sent last 24h (SIM1),199,5476593,5476593,Passed,,0.8656713853871234%,78569472,-28672
353,ModuleMobile,Active SIM card,205,1,1,Passed,,0.8658384475831116%,78815232,245760
354,ModuleMobile,Mobile data received last week (SIM1),292,356579243,1426274219,Failed,,0.8660009871386709%,78716928,-98304
355,ModuleMobile,Mobile data sent last week (SIM1),294,121019698,121019698,Passed,,0.8662018988465858%,78888960,172032
356,ModuleMobile,Mobile data received last month (SIM1),296,1437521115,1437521115,Passed,,0.8663969573500796%,78827520,-61440
357,ModuleMobile,Mobile data sent last month (SIM1),298,128306431,128306431,Passed,,0.8666295921506695%,78942208,114688
358,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8667355384575748%,78852096,-90112
359,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.8669311056009432%,78872576,20480
360,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.8670938645211068%,78897152,24576
361,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.8672286042204824%,78790656,-106496
362,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8673593477752095%,78712832,-77824
363,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8674340660553947%,78688256,-24576
364,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.867631192031415%,78643200,-45056
365,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8677912541264265%,78635008,-8192
366,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.867898223446073%,78745600,110592
367,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.868071315189689%,78757888,12288
368,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8682769335131679%,78852096,94208
369,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.868384155952806%,78721024,-131072
370,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.8685841716143727%,78782464,61440
371,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.8687260463259183%,78737408,-45056
372,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8688921877592182%,78733312,-4096
373,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8691260473485563%,78680064,-53248
374,ModuleGPS,GPS speed,179,0,0,Passed,,0.8693260377407142%,78704640,24576
375,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.8694934915241537%,78684160,-20480
376,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.8696334759060842%,78864384,180224
377,ModuleSystem,System uptime,1,8183,8183,Passed,,0.8696702574366166%,78823424,-40960
378,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.8699093822677639%,78888960,65536
379,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.8701325018386386%,78852096,-36864
380,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.870367350142065%,78893056,40960
381,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8705323407807497%,78856192,-36864
382,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8706701388835669%,78835712,-20480
383,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8708926879960277%,78921728,86016
384,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8710016887267913%,79048704,126976
385,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8712911348947139%,78979072,-69632
386,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.8720333242400735%,79028224,49152
387,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.8723282438068747%,78856192,-172032
388,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.8725583613433674%,78872576,16384
389,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.8729080990168225%,78966784,94208
390,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.8731605113135754%,79020032,53248
391,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8734755163326557%,79036416,16384
392,ModuleMobile,Mobile data received today (SIM1),185,47564369,47564369,Passed,,0.8736392955361993%,79101952,65536
393,ModuleMobile,Mobile data sent today (SIM1),187,2784420,5536932,Failed,,0.8739259009133971%,79044608,-57344
394,ModuleMobile,Mobile data received this week (SIM1),189,1426706023,1426706023,Passed,,0.8740912692600689%,79077376,32768
395,ModuleMobile,Mobile data sent this week (SIM1),191,59471735,118912887,Failed,,0.874253148267301%,79196160,118784
396,ModuleMobile,Mobile data received this month (SIM1),193,349137694,1396517662,Failed,,0.8745695554567612%,78991360,-204800
397,ModuleMobile,Mobile data sent this month (SIM1),195,28112668,112408348,Failed,,0.8747652693278818%,79081472,90112
398,ModuleMobile,Mobile data received last 24h (SIM1),197,47564369,47564369,Passed,,0.8749324812670989%,78958592,-122880
399,ModuleMobile,Mobile data sent last 24h (SIM1),199,2784420,5536932,Failed,,0.8750389479802001%,79085568,126976
400,ModuleMobile,Active SIM card,205,1,1,Passed,,0.8752306181209035%,79020032,-65536
401,ModuleMobile,Mobile data received last week (SIM1),292,357327796,1429283764,Failed,,0.8753327839271074%,79007744,-12288
402,ModuleMobile,Mobile data sent last week (SIM1),294,121090587,121090587,Passed,,0.8755564133435034%,79138816,131072
403,ModuleMobile,Mobile data received last month (SIM1),296,1440530660,1440530660,Passed,,0.8756873234112228%,79134720,-4096
404,ModuleMobile,Mobile data sent last month (SIM1),298,128316981,128316981,Passed,,0.8758184951177528%,79044608,-90112
405,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8759883434366844%,79249408,204800
406,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.8761904295119027%,79208448,-40960
407,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.8762963178523098%,79101952,-106496
408,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.8764551428217859%,79241216,139264
409,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8765860132795789%,79106048,-135168
410,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8768332191360195%,79269888,163840
411,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.8769374725296597%,79118336,-151552
412,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8770414529576831%,79224832,106496
413,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.8771830418220938%,79273984,49152
414,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.8773576728674293%,79228928,-45056
415,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8776408318599271%,79376384,147456
416,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.8777756849918106%,79351808,-24576
417,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.8779578017979905%,79368192,16384
418,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.8781528135954897%,79376384,8192
419,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8783542724147719%,79351808,-24576
420,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.878492864293412%,79261696,-90112
421,ModuleGPS,GPS speed,179,0,0,Passed,,0.878598407247555%,79323136,61440
422,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.878860017503702%,79347712,24576
423,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.878968241209166%,79323136,-24576
424,ModuleSystem,System uptime,1,8194,8194,Passed,,0.8789926901144329%,79200256,-122880
425,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.8792982514150061%,79323136,122880
426,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.8794174077805694%,79380480,57344
427,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.8796402454163577%,79302656,-77824
428,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8798026528473057%,79245312,-57344
429,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8799959346183828%,79327232,81920
430,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8801940571824596%,79364096,36864
431,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8804845465977484%,79261696,-102400
432,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8806138828925558%,79216640,-45056
433,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.8813276265739578%,79413248,196608
434,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.8815475226714886%,79327232,-86016
435,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.8818957499143854%,79294464,-32768
436,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.8822433979407962%,79249408,-45056
437,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.8825625650866975%,79454208,204800
438,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8828619229041657%,79339520,-114688
439,ModuleMobile,Mobile data received today (SIM1),185,47880212,47880212,Passed,,0.8830336140830064%,79261696,-77824
440,ModuleMobile,Mobile data sent today (SIM1),187,5549993,5549993,Passed,,0.8831779475367951%,79241216,-20480
441,ModuleMobile,Mobile data received this week (SIM1),189,1427021866,1427021866,Passed,,0.8832906016900899%,79425536,184320
442,ModuleMobile,Mobile data sent this week (SIM1),191,118925948,118925948,Passed,,0.8834660653696313%,79409152,-16384
443,ModuleMobile,Mobile data received this month (SIM1),193,1396833505,1396833505,Passed,,0.8836307119954978%,79306752,-102400
444,ModuleMobile,Mobile data sent this month (SIM1),195,56224289,112421409,Failed,,0.883773680267097%,79138816,-167936
445,ModuleMobile,Mobile data received last 24h (SIM1),197,47880212,47880212,Passed,,0.8839748580833917%,79089664,-49152
446,ModuleMobile,Mobile data sent last 24h (SIM1),199,5549993,5549993,Passed,,0.884116466336482%,79077376,-12288
447,ModuleMobile,Active SIM card,205,1,1,Passed,,0.8843463326258183%,79048704,-28672
448,ModuleMobile,Mobile data received last week (SIM1),292,714656487,1429293799,Failed,,0.8846046185073786%,79052800,4096
449,ModuleMobile,Mobile data sent last week (SIM1),294,121093098,121093098,Passed,,0.8848620823519782%,79134720,81920
450,ModuleMobile,Mobile data received last month (SIM1),296,1440540695,1440540695,Passed,,0.8850567293464562%,79142912,8192
451,ModuleMobile,Mobile data sent last month (SIM1),298,501252,128319492,Failed,,0.8851579723715419%,79056896,-86016
452,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8853888810035349%,79093760,36864
453,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.885552915380905%,79200256,106496
454,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.8857185680944291%,79081472,-118784
455,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.8859175117595153%,79073280,-8192
456,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8860282096308403%,79048704,-24576
457,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8862544760056768%,79011840,-36864
458,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.8864222717380854%,79085568,73728
459,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8865895191765061%,78974976,-110592
460,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.8867554043969217%,78856192,-118784
461,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.8868936822511775%,78966784,110592
462,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8870343971649652%,79085568,118784
463,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.8871412685383051%,79073280,-12288
464,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.8874278355134435%,79101952,28672
465,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.887530624409183%,79126528,24576
466,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.887842593263688%,79093760,-32768
467,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8879745910277181%,79118336,24576
468,ModuleGPS,GPS speed,179,0,0,Passed,,0.8881769773053771%,79155200,36864
469,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.8883230879601633%,79310848,155648
470,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.8885525128816685%,79286272,-24576
471,ModuleSystem,System uptime,1,8205,8205,Passed,,0.8886099062744846%,79208448,-77824
472,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-77,-77,Passed,,0.8890026244793181%,79101952,-106496
473,ModuleSystem,System temperature (in 0.1 °C),5,390,390,Passed,,0.8891664954555734%,79171584,69632
474,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.889395039553631%,79216640,45056
475,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.8895307706841327%,79187968,-28672
476,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.8896020896278944%,79224832,36864
477,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.8897367230394804%,79147008,-77824
478,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.8898770637389086%,79089664,-57344
479,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.8899794845865339%,79183872,94208
480,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.8908071889381253%,79114240,-69632
481,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.8910900470746719%,79106048,-8192
482,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.8915608886878479%,79163392,57344
483,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.8917563425092534%,79294464,131072
484,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.8920399136595591%,79138816,-155648
485,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.8922617879828509%,79167488,28672
486,ModuleMobile,Mobile data received today (SIM1),185,47902706,47902706,Passed,,0.8924541557255306%,79241216,73728
487,ModuleMobile,Mobile data sent today (SIM1),187,5553883,5553883,Passed,,0.892593309003209%,79249408,8192
488,ModuleMobile,Mobile data received this week (SIM1),189,1427044360,1427044360,Passed,,0.8927032646281252%,79183872,-65536
489,ModuleMobile,Mobile data sent this week (SIM1),191,118929838,118929838,Passed,,0.8928377720582303%,79147008,-36864
490,ModuleMobile,Mobile data received this month (SIM1),193,698438847,1396855999,Failed,,0.8930445743096094%,79138816,-8192
491,ModuleMobile,Mobile data sent this month (SIM1),195,56228179,112425299,Failed,,0.8932442767801363%,79114240,-24576
492,ModuleMobile,Mobile data received last 24h (SIM1),197,47902706,47902706,Passed,,0.8933473928782187%,79245312,131072
493,ModuleMobile,Mobile data sent last 24h (SIM1),199,5553883,5553883,Passed,,0.8934862463250148%,79081472,-163840
494,ModuleMobile,Active SIM card,205,1,1,Passed,,0.8936823814501227%,79192064,110592
495,ModuleMobile,Mobile data received last week (SIM1),292,1429316293,1429316293,Passed,,0.8938498668314976%,79118336,-73728
496,ModuleMobile,Mobile data sent last week (SIM1),294,121096988,121096988,Passed,,0.893982149687933%,79167488,49152
497,ModuleMobile,Mobile data received last month (SIM1),296,360153077,1440563189,Failed,,0.8941518084377709%,79220736,53248
498,ModuleMobile,Mobile data sent last month (SIM1),298,8023862,128323382,Failed,,0.8943222817072383%,79093760,-126976
499,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.8944319199398532%,79257600,163840
500,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.8945982846760736%,79196160,-61440
501,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.8947938268421662%,79216640,20480
502,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.8949890875852629%,79245312,28672
503,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.8951854341052168%,79167488,-77824
504,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.8954387671342934%,79183872,16384
505,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.8955379810927755%,79093760,-90112
506,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.8957648504243187%,79261696,167936
507,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.8959873317923694%,79216640,-45056
508,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.8962788330719618%,79282176,65536
509,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.8963873263184596%,79339520,57344
510,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.8966073153798049%,79294464,-45056
511,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.8967929138668285%,79364096,69632
512,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.8969330302628586%,79396864,32768
513,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.8972135252739877%,79339520,-57344
