Model,RUTX09

Iteration nr.,Module name,Register name,Register number,Modbus value,Router value,Result,,CPU usage,Used RAM,Used RAM difference
257,ModuleMobile,Mobile data received last 24h (SIM1),197,106914956,427631756,Failed,,0.6925623345464649%,80412672,-65536
258,ModuleMobile,Mobile data sent last 24h (SIM1),199,24989905,49959121,Failed,,0.6926081647851801%,80338944,-73728
259,ModuleMobile,Active SIM card,205,1,1,Passed,,0.6926473963593582%,80486400,147456
260,ModuleMobile,Mobile data received last week (SIM1),292,173915013,1391270789,Failed,,0.6927101328274676%,80322560,-163840
261,ModuleMobile,Mobile data sent last week (SIM1),294,30274037,121057781,Failed,,0.6927810974378446%,80416768,94208
262,ModuleMobile,Mobile data received last month (SIM1),296,697059875,1394100771,Failed,,0.6928108065597516%,80343040,-73728
263,ModuleMobile,Mobile data sent last month (SIM1),298,61626717,123230557,Failed,,0.6928646385814474%,80326656,-16384
264,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.6929119850172083%,80502784,176128
265,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.6929650288956535%,80486400,-16384
266,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.6930026840178627%,80392192,-94208
267,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.6930328978801525%,80470016,77824
268,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.6930792870433189%,80388096,-81920
269,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.6931260696690589%,80535552,147456
270,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.6931951742130349%,80490496,-45056
271,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.693241506028397%,80515072,24576
272,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.6932802281630845%,80519168,4096
273,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.6933263343326224%,80568320,49152
274,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.6933809497607357%,80523264,-45056
275,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.6934269426837503%,80506880,-16384
276,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.6934806569213636%,80457728,-49152
277,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.6935105304380906%,80605184,147456
278,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6935398408846383%,80519168,-86016
279,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6935694887856725%,80506880,-12288
280,ModuleGPS,GPS speed,179,0,0,Passed,,0.693599417891333%,80474112,-32768
281,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.6936381377539269%,80506880,32768
282,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.6936924127686539%,80543744,36864
283,ModuleSystem,System uptime,1,30923,30923,Passed,,0.6937085005767063%,80547840,4096
284,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.6938001396283422%,80535552,-12288
285,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.6938771237383179%,80236544,-299008
286,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.6939072188699491%,80510976,274432
287,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.6939276783756498%,80412672,-98304
288,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.6939731019083406%,80416768,4096
289,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.6940283295020055%,80441344,24576
290,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.6940900946519668%,80584704,143360
291,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.6941280216556156%,80543744,-40960
292,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.6943534354496905%,80707584,163840
293,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.6944252849126031%,80572416,-135168
294,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.6945135305539973%,80470016,-102400
295,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.6945948430714721%,80560128,90112
296,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.6946744063142996%,80474112,-86016
297,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.6947537982151641%,80515072,40960
298,ModuleMobile,Mobile data received today (SIM1),185,208596191,417164511,Failed,,0.6948010739605159%,80506880,-8192
299,ModuleMobile,Mobile data sent today (SIM1),187,47287793,47287793,Passed,,0.6948550541363785%,80531456,24576
300,ModuleMobile,Mobile data received this week (SIM1),189,86288449,1380583489,Failed,,0.6949023857739101%,80601088,69632
301,ModuleMobile,Mobile data sent this week (SIM1),191,7117504,113838784,Failed,,0.6949396295234833%,80621568,20480
302,ModuleMobile,Mobile data received this month (SIM1),193,675210488,1350395128,Failed,,0.6949770984797432%,80482304,-139264
303,ModuleMobile,Mobile data sent this month (SIM1),195,107334245,107334245,Passed,,0.6950230194882612%,80449536,-32768
304,ModuleMobile,Mobile data received last 24h (SIM1),197,106916503,427633303,Failed,,0.6950622360715752%,80494592,45056
305,ModuleMobile,Mobile data sent last 24h (SIM1),199,24991676,49960892,Failed,,0.6951086076772084%,80457728,-36864
306,ModuleMobile,Active SIM card,205,1,1,Passed,,0.6951473726548363%,80662528,204800
307,ModuleMobile,Mobile data received last week (SIM1),292,347824528,1391272336,Failed,,0.6951937437025713%,80535552,-126976
308,ModuleMobile,Mobile data sent last week (SIM1),294,30275808,121059552,Failed,,0.6952325646401025%,80531456,-4096
309,ModuleMobile,Mobile data received last month (SIM1),296,697061422,1394102318,Failed,,0.6952942038450538%,80564224,32768
310,ModuleMobile,Mobile data sent last month (SIM1),298,61628488,123232328,Failed,,0.6953412509424273%,80502784,-61440
311,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.6953783784814482%,80379904,-122880
312,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.695425312186404%,80470016,90112
313,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.6954620440355996%,80334848,-135168
314,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.695516582992528%,80535552,200704
315,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.6955709522858622%,80670720,135168
316,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.6956177154928911%,80617472,-53248
317,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.6956635188987814%,80564224,-53248
318,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.6957107895537717%,80711680,147456
319,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.6957647058823513%,80715776,4096
320,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.6958026204687107%,80674816,-40960
321,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.6958479708004117%,80547840,-126976
322,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.6958778277136091%,80662528,114688
323,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.6959315166065738%,80596992,-65536
324,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.6959775433431181%,80740352,143360
325,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6960323043108896%,80642048,-98304
326,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6960627813059728%,80699392,57344
327,ModuleGPS,GPS speed,179,0,0,Passed,,0.6961259374577144%,80715776,16384
328,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.6961719064137784%,80674816,-40960
329,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.6962021567906373%,80748544,73728
330,ModuleSystem,System uptime,1,30931,30931,Passed,,0.696233982387473%,80539648,-208896
331,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.6963251807521553%,80551936,12288
332,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.6963933948500589%,80515072,-36864
333,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.6964391905650791%,80551936,36864
334,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.6964864550218608%,80736256,184320
335,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.6965325326108163%,80670720,-65536
336,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.6965778752030194%,80510976,-159744
337,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.6966485163190095%,80588800,77824
338,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.6967012924239735%,80515072,-73728
339,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.6969072747043725%,80801792,286720
340,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.696988144159949%,80723968,-77824
341,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.6970921045821532%,80711680,-12288
342,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.6971800073804935%,80588800,-122880
343,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.697266154345233%,80715776,126976
344,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.697330960738618%,80572416,-143360
345,ModuleMobile,Mobile data received today (SIM1),185,417170537,417170537,Passed,,0.6974003479701008%,80601088,28672
346,ModuleMobile,Mobile data sent today (SIM1),187,47290652,47290652,Passed,,0.6974477183932959%,80662528,61440
347,ModuleMobile,Mobile data received this week (SIM1),189,172580811,1380589515,Failed,,0.697485053022584%,80658432,-4096
348,ModuleMobile,Mobile data sent this week (SIM1),191,14235115,113841643,Failed,,0.6975318571508904%,80592896,-65536
349,ModuleMobile,Mobile data received this month (SIM1),193,675216514,1350401154,Failed,,0.6975619846442793%,80699392,106496
350,ModuleMobile,Mobile data sent this month (SIM1),195,107337104,107337104,Passed,,0.6976004501087707%,80752640,53248
351,ModuleMobile,Mobile data received last 24h (SIM1),197,213828129,427639329,Failed,,0.6976390285244882%,80793600,40960
352,ModuleMobile,Mobile data sent last 24h (SIM1),199,24994535,49963751,Failed,,0.6976930379384849%,80695296,-98304
353,ModuleMobile,Active SIM card,205,1,1,Passed,,0.6977233342924105%,80715776,20480
354,ModuleMobile,Mobile data received last week (SIM1),292,347830554,1391278362,Failed,,0.6977540832582285%,80728064,12288
355,ModuleMobile,Mobile data sent last week (SIM1),294,60539915,121062411,Failed,,0.6977926041592752%,80715776,-12288
356,ModuleMobile,Mobile data received last month (SIM1),296,697067448,1394108344,Failed,,0.697847348184133%,80670720,-45056
357,ModuleMobile,Mobile data sent last month (SIM1),298,61631347,123235187,Failed,,0.6979006199964943%,80711680,40960
358,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.6979559860408768%,80670720,-40960
359,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.6980019946390525%,80515072,-155648
360,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.6980404575504973%,80646144,131072
361,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.6981264568804768%,80568320,-77824
362,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.6981817650883126%,80588800,20480
363,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.6982193209107757%,80646144,57344
364,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.6982662339152901%,80728064,81920
365,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.6983201818839713%,80613376,-114688
366,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.6983746392458356%,80662528,49152
367,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.6984281331605335%,80609280,-53248
368,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.6984754415447547%,80850944,241664
369,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.6985212766026483%,80769024,-81920
370,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.6985829938497168%,80621568,-147456
371,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.6986383560179332%,80560128,-61440
372,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6986835098670818%,80502784,-57344
373,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.6987303635183961%,80646144,143360
374,ModuleGPS,GPS speed,179,0,0,Passed,,0.6987607678776375%,80539648,-106496
375,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.6988155054876377%,80642048,102400
376,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.6988618482312914%,80588800,-53248
377,ModuleSystem,System uptime,1,30940,30940,Passed,,0.6989091113188572%,80412672,-176128
378,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.698976836248788%,80453632,40960
379,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.6990291325131737%,80572416,118784
380,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.6990589104949096%,80535552,-36864
381,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.6990883480463062%,80580608,45056
382,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.6991513618657796%,80662528,81920
383,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.6992051305592772%,80519168,-143360
384,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.6992438119469369%,80637952,118784
385,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.699305860545163%,80785408,147456
386,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.6995069760508454%,80715776,-69632
387,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.6996103084126348%,80773120,57344
388,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.6996901016717239%,80654336,-118784
389,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.6997777190968835%,80617472,-36864
390,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.6998576781960364%,80703488,86016
391,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.6999221533775524%,80576512,-126976
392,ModuleMobile,Mobile data received today (SIM1),185,417178914,417178914,Passed,,0.7000008109839695%,80654336,77824
393,ModuleMobile,Mobile data sent today (SIM1),187,47296226,47296226,Passed,,0.700040054423412%,80531456,-122880
394,ModuleMobile,Mobile data received this week (SIM1),189,690307204,1380597892,Failed,,0.7000775944676962%,80666624,135168
395,ModuleMobile,Mobile data sent this week (SIM1),191,28470193,113847217,Failed,,0.7001075922045352%,80670720,4096
396,ModuleMobile,Mobile data received this month (SIM1),193,1350409531,1350409531,Passed,,0.7001382143049129%,80568320,-102400
397,ModuleMobile,Mobile data sent this month (SIM1),195,107342678,107342678,Passed,,0.7001686091195225%,80580608,12288
398,ModuleMobile,Mobile data received last 24h (SIM1),197,213836506,427647706,Failed,,0.7002315561019379%,80584704,4096
399,ModuleMobile,Mobile data sent last 24h (SIM1),199,25000109,49969325,Failed,,0.7002619504714813%,80494592,-90112
400,ModuleMobile,Active SIM card,205,1,1,Passed,,0.7002994888496539%,80658432,163840
401,ModuleMobile,Mobile data received last week (SIM1),292,695654867,1391286739,Failed,,0.7003541548418424%,80588800,-69632
402,ModuleMobile,Mobile data sent last week (SIM1),294,60545489,121067985,Failed,,0.700400483720498%,80580608,-8192
403,ModuleMobile,Mobile data received last month (SIM1),296,1394116721,1394116721,Passed,,0.7004376802904111%,80580608,0
404,ModuleMobile,Mobile data sent last month (SIM1),298,123240761,123240761,Passed,,0.7004679030873429%,80621568,40960
405,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.7005144582982514%,80723968,102400
406,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.7005597065609437%,80666624,-57344
407,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.7006060906846745%,80637952,-28672
408,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.7006349489019348%,80637952,0
409,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.7006897826852043%,80621568,-16384
410,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.7007437637802871%,80465920,-155648
411,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.7007911127055788%,80596992,131072
412,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.7008364723007254%,80437248,-159744
413,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.7008831955408135%,80588800,151552
414,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.7009292932831479%,80461824,-126976
415,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.7009685320344738%,80556032,94208
416,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.7010230794787242%,80396288,-159744
417,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.701086247410232%,80482304,86016
418,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.701132059620635%,80379904,-102400
419,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.7012028242407209%,80424960,45056
420,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.7012490337015898%,80371712,-53248
421,ModuleGPS,GPS speed,179,0,0,Passed,,0.7012882711438184%,80343040,-28672
422,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.7013186600747678%,80367616,24576
423,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.7013640725175407%,80306176,-61440
424,ModuleSystem,System uptime,1,30948,30948,Passed,,0.7014044306055567%,80363520,57344
425,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.7014641243200614%,80375808,12288
426,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.7015085669526133%,80433152,57344
427,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.7015622553490086%,80523264,90112
428,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.7016332413120496%,80375808,-147456
429,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.7016709962122669%,80379904,4096
430,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.7017503174884032%,80584704,204800
431,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.7017959525288164%,80748544,163840
432,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.7018325113151036%,80539648,-208896
433,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.7020166396917049%,80715776,176128
434,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.7021218440943167%,80617472,-98304
435,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.7022006150792515%,80609280,-8192
436,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.7022725284429931%,80601088,-8192
437,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.7023436426975005%,80621568,20480
438,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.7024401033155603%,80535552,-86016
439,ModuleMobile,Mobile data received today (SIM1),185,417186832,417186832,Passed,,0.7024941237211757%,80445440,-90112
440,ModuleMobile,Mobile data sent today (SIM1),187,47298029,47298029,Passed,,0.7025315865579307%,80474112,28672
441,ModuleMobile,Mobile data received this week (SIM1),189,690315122,1380605810,Failed,,0.7025704731168148%,80560128,86016
442,ModuleMobile,Mobile data sent this week (SIM1),191,28471996,113849020,Failed,,0.7026329418853616%,80502784,-57344
443,ModuleMobile,Mobile data received this month (SIM1),193,1350417449,1350417449,Passed,,0.7026794798441705%,80457728,-45056
444,ModuleMobile,Mobile data sent this month (SIM1),195,107344481,107344481,Passed,,0.7027254477822487%,80474112,16384
445,ModuleMobile,Mobile data received last 24h (SIM1),197,427655624,427655624,Passed,,0.7027566246602279%,80547840,73728
446,ModuleMobile,Mobile data sent last 24h (SIM1),199,25001912,49971128,Failed,,0.7028109844964159%,80527360,-20480
447,ModuleMobile,Active SIM card,205,1,1,Passed,,0.7028724827295885%,80580608,53248
448,ModuleMobile,Mobile data received last week (SIM1),292,695662785,1391294657,Failed,,0.7029359180455663%,80695296,114688
449,ModuleMobile,Mobile data sent last week (SIM1),294,60547292,121069788,Failed,,0.7029899347478996%,80498688,-196608
450,ModuleMobile,Mobile data received last month (SIM1),296,1394124639,1394124639,Passed,,0.703019229760482%,80584704,86016
451,ModuleMobile,Mobile data sent last month (SIM1),298,123242564,123242564,Passed,,0.7030662212997751%,80633856,49152
452,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.7031206929540401%,80691200,57344
453,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.7031658597295487%,80683008,-8192
454,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.7032194754314602%,80658432,-24576
455,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.7032492249649192%,80683008,24576
456,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.7032884499294956%,80605184,-77824
457,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.7033340713609171%,80568320,-36864
458,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.703372839734373%,80482304,-86016
459,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.7034181753560298%,80535552,53248
460,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.7034572854201948%,80654336,118784
461,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.7035035899145448%,80584704,-69632
462,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.7035486392792722%,80437248,-147456
463,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.7035770177920231%,80453632,16384
464,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.7036222944627468%,80519168,65536
465,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.7036764192639988%,80576512,57344
466,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.7037151855387669%,80490496,-86016
467,ModuleGPS,GPS date and time,163,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.7037614309550966%,80658432,167936
468,ModuleGPS,GPS speed,179,0,0,Passed,,0.7037988274370188%,80674816,16384
469,ModuleGPS,GPS satellite count,181,0,0,Passed,,0.7038276602754467%,80732160,57344
470,ModuleGPS,GPS accuracy,183,0,0,Passed,,0.7038735052770861%,80650240,-81920
471,ModuleSystem,System uptime,1,30956,30956,Passed,,0.703929350088417%,80658432,8192
472,ModuleSystem,Mobile signal strength (RSSI in dBm),3,-73,-73,Passed,,0.7040127005363273%,80678912,20480
473,ModuleSystem,System temperature (in 0.1 °C),5,420,420,Passed,,0.7040890847466064%,80736256,57344
474,ModuleSystem,System hostname,7,teltonika-rutx09.com,teltonika-rutx09.com,Passed,,0.7041194554950003%,80621568,-114688
475,ModuleSystem,Router serial number,39,1107883912,1107883912,Passed,,0.7041667237489224%,80650240,28672
476,ModuleSystem,Router name,71,rutx09,rutx09,Passed,,0.7042369407314952%,80633856,-16384
477,ModuleSystem,Digital non-isolated input (4 PIN connector),324,0,0,Passed,,0.7042830666537769%,80531456,-102400
478,ModuleSystem,Digital open collector output (4 PIN connector),325,0,0,Passed,,0.7043290209626352%,80531456,0
479,ModuleNetwork,LAN MAC address,55,001e4232c81d,001e4232c81d,Passed,,0.7043682390331929%,80539648,8192
480,ModuleNetwork,Current WAN IP address,139,84.15.161.183,84.15.161.183,Passed,,0.7045911545807582%,80756736,217088
481,ModuleMobile,IMSI,348,246020102861314,246020102861314,Passed,,0.704680088063736%,80678912,-77824
482,ModuleMobile,GSM operator name,23,bite,bite,Passed,,0.704776097045201%,80580608,-98304
483,ModuleMobile,Currently active SIM card slot,87,sim1,sim1,Passed,,0.7048484716826953%,80596992,16384
484,ModuleMobile,Network registration info,103,registered(home),registered(home),Passed,,0.7049915672552198%,80629760,32768
485,ModuleMobile,Network type,119,lte,lte-a,Failed,,0.7050886540286516%,80637952,8192
486,ModuleMobile,Mobile data received today (SIM1),185,417186832,417186832,Passed,,0.7051341440017289%,80711680,73728
487,ModuleMobile,Mobile data sent today (SIM1),187,47298029,47298029,Passed,,0.7051804909466552%,80723968,12288
488,ModuleMobile,Mobile data received this week (SIM1),189,690315122,1380605810,Failed,,0.7052438488734936%,80695296,-28672
489,ModuleMobile,Mobile data sent this week (SIM1),191,28471996,113849020,Failed,,0.7052897378778789%,80740352,45056
490,ModuleMobile,Mobile data received this month (SIM1),193,1350417449,1350417449,Passed,,0.7053193013012216%,80650240,-90112
491,ModuleMobile,Mobile data sent this month (SIM1),195,107344481,107344481,Passed,,0.7053665617959726%,80752640,102400
492,ModuleMobile,Mobile data received last 24h (SIM1),197,427659159,427659159,Passed,,0.7054202693777989%,80576512,-176128
493,ModuleMobile,Mobile data sent last 24h (SIM1),199,49973670,49973670,Passed,,0.7054493173550891%,80592896,16384
494,ModuleMobile,Active SIM card,205,1,1,Passed,,0.7055043964947383%,80658432,65536
495,ModuleMobile,Mobile data received last week (SIM1),292,1391298192,1391298192,Passed,,0.7055582172458608%,80637952,-20480
496,ModuleMobile,Mobile data sent last week (SIM1),294,60549834,121072330,Failed,,0.7055956554487874%,80703488,65536
497,ModuleMobile,Mobile data received last month (SIM1),296,1394128174,1394128174,Passed,,0.7056489606143579%,80695296,-8192
498,ModuleMobile,Mobile data sent last month (SIM1),298,123245106,123245106,Passed,,0.7056962192037552%,80658432,-36864
499,ModuleMobile,Mobile data received today (SIM2),300,0,0,Passed,,0.7057495235173517%,80703488,45056
500,ModuleMobile,Mobile data sent today (SIM2),302,0,0,Passed,,0.7057886764357035%,80764928,61440
501,ModuleMobile,Mobile data received this week (SIM2),304,0,0,Passed,,0.705842323192718%,80691200,-73728
502,ModuleMobile,Mobile data sent this week (SIM2),306,0,0,Passed,,0.7058718830779798%,80801792,110592
503,ModuleMobile,Mobile data received this month (SIM2),308,0,0,Passed,,0.7059190832064743%,80691200,-110592
504,ModuleMobile,Mobile data sent this month (SIM2),310,0,0,Passed,,0.7059564043289335%,80666624,-24576
505,ModuleMobile,Mobile data received last 24h (SIM2),312,0,0,Passed,,0.7060023451010644%,80744448,77824
506,ModuleMobile,Mobile data sent last 24h (SIM2),314,0,0,Passed,,0.7060496589259779%,80756736,12288
507,ModuleMobile,Mobile data received last week (SIM2),316,0,0,Passed,,0.7060951412526606%,80855040,98304
508,ModuleMobile,Mobile data sent last week (SIM2),318,0,0,Passed,,0.7061343496705619%,80769024,-86016
509,ModuleMobile,Mobile data received last month(SIM2),320,0,0,Passed,,0.7061719553714929%,80785408,16384
510,ModuleMobile,Mobile data sent last month (SIM2),322,0,0,Passed,,0.70621019037298%,80891904,106496
511,ModuleGPS,GPS latitude coordinate,143,0,0,Passed,,0.7062879189866478%,80809984,-81920
512,ModuleGPS,GPS longitude coordinate,145,0,0,Passed,,0.7063178767605427%,80818176,8192
513,ModuleGPS,GPS fix time,147,1970-01-01 00:00:00,1970-01-01 00:00:00,Passed,,0.7063638721390153%,80609280,-208896
